City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,salinopolis,-0.6136,-47.3561,77.58,86,94,8.03,BR,1614747446
368,kushiro,42.975,144.3747,24.8,50,40,11.5,JP,1614747446
369,shahrud,36.4182,54.9763,43.12,60,0,2.66,IR,1614747446
370,chapais,49.7834,-74.8492,-20.2,76,1,2.3,CA,1614747446
371,great bend,38.3645,-98.7648,46.0,38,1,11.5,US,1614747446
372,pingxiang,27.6167,113.85,50.65,84,100,0.94,CN,1614747447
373,hobyo,5.3505,48.5268,79.77,73,24,17.96,SO,1614747447
374,muravlenko,63.7898,74.523,2.55,93,100,20.49,RU,1614747447
375,acapulco,16.8634,-99.8901,74.73,77,70,3.76,MX,1614747355
376,westport,41.1415,-73.3579,28.99,37,1,8.05,US,1614747447
377,dharchula,29.85,80.5333,74.55,12,0,4.88,IN,1614747448
378,oranjemund,-28.55,16.4333,62.96,82,0,7.47,NA,1614747312
379,kuching,1.55,110.3333,87.8,74,40,6.91,MY,1614747448
380,imbituba,-28.24,-48.6703,75.2,88,75,10.36,BR,1614747448
381,ilhabela,-23.7781,-45.3581,75.61,82,100,2.42,BR,1614747448
382,palmer,42.1584,-72.3287,21.99,42,20,4.61,US,1614747448
383,santander jimenez,24.2167,-98.4667,56.23,64,1,2.71,MX,1614747448
384,golden,39.7555,-105.2211,44.6,29,1,5.75,US,1614747286
385,bhag,29.0415,67.8239,83.62,7,0,5.32,PK,1614747449
386,fairview,40.8126,-73.999,33.8,37,1,8.05,US,1614747449
387,manta,-0.95,-80.7333,75.2,94,75,2.95,EC,1614747415
388,orocue,4.7912,-71.3354,78.8,41,66,5.84,CO,1614747449
389,paamiut,61.994,-49.6678,32.5,84,48,7.09,GL,1614747258
390,rawson,-43.3002,-65.1023,59.18,80,46,12.62,AR,1614747278
391,kavieng,-2.5744,150.7967,82.18,74,100,5.57,PG,1614747450
392,novopokrovka,49.8425,36.5477,33.8,80,75,8.95,UA,1614747450
393,berdigestyakh,62.0989,126.6992,-16.37,88,92,3.96,RU,1614747450
394,terney,45.0503,136.6092,22.98,84,0,9.04,RU,1614747353
395,etzatlan,20.7667,-104.0833,57.15,69,0,2.93,MX,1614747450
396,fria,10.4167,-13.5833,66.72,89,0,1.5,GN,1614747450
397,fare,-16.7,-151.0167,83.3,72,65,4.61,PF,1614747450
398,luanda,-8.8368,13.2343,78.8,83,40,8.05,AO,1614747451
399,dingle,10.9995,122.6711,86.09,60,14,13.33,PH,1614747304
400,guerrero negro,27.9769,-114.0611,61.03,44,0,4.09,MX,1614747451
401,katsina,12.9894,7.6006,68.76,22,2,11.83,NG,1614747451
402,lompoc,34.6391,-120.4579,48.0,87,1,4.61,US,1614747164
403,mercedes,-34.6515,-59.4307,73.0,94,38,6.29,AR,1614747452
404,kapoeta,4.7717,33.5903,86.54,27,12,22.1,SS,1614747452
405,coahuayana,18.7333,-103.6833,69.28,94,1,3.11,MX,1614747203
406,banda aceh,5.5577,95.3222,87.37,59,1,8.68,ID,1614747385
407,wanxian,30.8039,108.3897,62.76,45,71,2.46,CN,1614747452
408,saint-georges,12.0564,-61.7485,77.0,78,40,8.05,GD,1614747452
409,khromtau,50.2503,58.4347,24.24,98,100,24.05,KZ,1614747452
410,saint-leu,-21.15,55.2833,84.0,55,41,1.52,RE,1614747452
411,sao borja,-28.6606,-56.0044,74.59,78,98,5.59,BR,1614747453
412,koulikoro,14.0,-7.75,73.0,20,0,10.85,ML,1614747453
413,guane,22.2025,-84.0875,70.52,87,0,3.47,CU,1614747453
414,noshiro,40.2039,140.0242,35.6,51,75,13.8,JP,1614747454
415,muli,2.9167,73.5667,82.35,69,75,15.37,MV,1614747454
416,padang,-0.9492,100.3543,84.2,74,40,5.75,ID,1614747169
417,ancud,-41.8697,-73.8203,53.01,87,0,1.7,CL,1614747178
418,lata,40.1629,-8.3327,52.0,89,0,3.44,PT,1614747454
419,iquitos,-3.7481,-73.2472,73.4,100,75,3.44,PE,1614747271
420,kaohsiung,22.6163,120.3133,77.0,60,40,11.5,TW,1614747373
421,santa maria,-29.6842,-53.8069,70.2,91,88,3.44,BR,1614747455
422,inuvik,68.3499,-133.7218,-20.2,76,100,4.61,CA,1614747341
423,atasu,48.6814,71.6433,5.32,94,100,14.07,KZ,1614747455
424,langfang,39.5097,116.6947,44.01,65,90,2.24,CN,1614747455
425,machaneng,-23.1862,27.4886,65.35,73,0,4.68,BW,1614747455
426,usinsk,65.9939,57.5281,9.93,96,100,8.46,RU,1614747216
427,carlsbad,33.1581,-117.3506,57.2,51,1,1.05,US,1614747456
428,chiautla,19.5333,-98.8833,69.8,37,20,8.05,MX,1614747456
429,conakry,9.538,-13.6773,78.46,70,0,5.99,GN,1614747456
430,kamenka,51.3223,42.7678,28.0,95,97,13.13,RU,1614747456
431,new glasgow,45.5834,-62.6486,17.01,92,100,36.82,CA,1614747187
432,mezen,65.8522,44.24,13.55,92,94,10.69,RU,1614747456
433,walvis bay,-22.9575,14.5053,66.0,90,10,1.99,NA,1614747380
434,balykshi,47.0667,51.8667,33.8,93,75,17.9,KZ,1614747457
435,coquimbo,-29.9533,-71.3436,60.08,87,0,1.36,CL,1614747247
436,kirakira,-10.4544,161.9205,81.14,82,100,8.39,SB,1614747457
437,lahat,-3.8,103.5333,86.77,59,96,4.56,ID,1614747457
438,sisimiut,66.9395,-53.6735,24.24,78,100,12.24,GL,1614747206
439,barahona,18.2085,-71.1008,72.63,80,19,5.37,DO,1614747457
440,lillooet,50.6856,-121.942,42.8,42,90,14.97,CA,1614747458
441,ust-abakan,53.8525,91.3742,19.4,73,40,4.47,RU,1614747458
442,kerrville,30.0474,-99.1403,46.0,81,1,5.46,US,1614747310
443,condoto,5.0935,-76.6497,71.44,92,79,1.66,CO,1614747458
444,broken hill,-31.95,141.4333,77.0,19,0,18.41,AU,1614747236
445,esil,51.9556,66.4042,8.04,94,100,19.86,KZ,1614747458
446,matara,5.9485,80.5353,84.4,51,19,10.22,LK,1614747215
447,seguela,7.9611,-6.6731,74.43,87,36,5.19,CI,1614747459
448,soe,-9.8607,124.284,78.39,80,93,5.48,ID,1614747459
449,camacha,33.0833,-16.3333,57.2,72,20,3.44,PT,1614747459
450,wewak,-3.5534,143.6268,84.81,73,95,19.48,PG,1614747460
451,yabrud,33.9674,36.6574,37.0,93,0,3.44,SY,1614747460
452,eureka,40.8021,-124.1637,48.99,91,30,3.42,US,1614747162
453,alofi,-19.0595,-169.9187,78.8,94,91,2.3,NU,1614747181
454,sinnamary,5.3833,-52.95,75.33,93,100,11.43,GF,1614747460
455,taltal,-25.4,-70.4833,64.99,79,7,1.9,CL,1614747206
456,susanville,40.4163,-120.653,37.4,52,1,6.91,US,1614747446
457,pecos,31.4229,-103.4932,46.4,29,1,9.22,US,1614747460
458,hokitika,-42.7167,170.9667,62.6,82,16,7.7,NZ,1614747460
459,waipawa,-41.4122,175.5153,71.6,64,20,20.71,NZ,1614747461
460,smithers,54.7804,-127.1743,32.0,93,90,5.75,CA,1614747355
461,fairbanks,64.8378,-147.7164,6.8,78,90,3.44,US,1614747302
462,samarai,-10.6167,150.6667,84.13,74,64,10.11,PG,1614747174
463,yazman,29.1212,71.7446,83.8,7,0,6.53,PK,1614747461
464,praia da vitoria,38.7333,-27.0667,55.0,76,40,22.93,PT,1614747223
465,karpathos,35.507,27.2132,48.2,71,4,10.36,GR,1614747461
466,zelenoborsk,61.4669,64.0333,13.32,96,100,7.87,RU,1614747461
467,zaysan,47.4667,84.8667,29.1,98,100,1.19,KZ,1614747461
468,pouembout,-21.1333,164.9,80.94,72,94,3.06,NC,1614747462
469,charlestown,-32.95,151.6667,72.0,75,91,1.01,AU,1614747462
470,winton,37.3894,-120.6133,55.4,62,1,5.03,US,1614747462
471,yalova,40.655,29.2769,35.6,93,20,3.44,TR,1614747462
472,noumea,-22.2763,166.4572,89.01,62,75,11.5,NC,1614747462
473,mwaya,-9.55,33.95,73.9,80,100,2.21,TZ,1614747463
474,norman wells,65.282,-126.8329,-16.6,76,90,6.91,CA,1614747188
475,maningrida,-12.0667,134.2667,92.26,55,64,9.91,AU,1614747463
476,svarstad,59.399,9.9698,36.0,100,90,1.95,NO,1614747463
477,bronnoysund,65.4625,12.1997,41.0,70,90,12.66,NO,1614747463
478,kaffrine,14.1059,-15.5508,77.36,18,57,9.98,SN,1614747463
479,haines junction,60.7522,-137.5108,23.0,63,100,4.61,CA,1614747356
480,riberalta,-10.9833,-66.1,71.24,98,82,2.84,BO,1614747464
481,great falls,47.5002,-111.3008,42.01,52,1,14.97,US,1614747464
482,namatanai,-3.6667,152.4333,80.73,82,93,10.22,PG,1614747464
483,togur,58.3631,82.8265,2.8,94,94,8.1,RU,1614747464
484,chililabombwe,-12.3648,27.8229,62.49,98,100,1.99,ZM,1614747464
485,katiola,8.1333,-5.1,77.0,88,81,9.22,CI,1614747464
486,ust-omchug,61.15,149.6333,-10.91,84,99,5.53,RU,1614747465
487,quatre cocos,-20.2078,57.7625,84.0,74,40,9.22,MU,1614747308
488,debre tabor,11.85,38.0167,56.75,70,45,2.53,ET,1614747465
489,adrar,20.5022,-10.0711,60.49,31,5,10.47,MR,1614747465
490,jalu,29.0331,21.5482,51.84,70,0,9.48,LY,1614747274
491,chumikan,54.7183,135.315,-0.51,83,30,11.12,RU,1614747465
492,wadi maliz,36.4681,8.5495,44.6,93,39,6.91,TN,1614747466
493,chissamba,-12.1667,17.3333,58.98,94,100,2.77,AO,1614747466
494,turukhansk,65.8167,87.9833,-18.45,75,24,13.85,RU,1614747302
495,ilebo,-4.3167,20.5833,70.75,94,100,1.14,CD,1614747466
496,caldas novas,-17.7417,-48.625,66.72,94,100,4.14,BR,1614747466
497,donegal,54.65,-8.1167,37.26,90,81,2.13,IE,1614747467
498,masuguru,-11.3667,38.4167,75.16,94,99,1.12,TZ,1614747467
499,cabedelo,-6.9811,-34.8339,75.2,100,0,3.44,BR,1614747467
500,scarborough,54.2797,-0.4044,35.01,93,1,3.96,GB,1614747467
501,kurilsk,45.2333,147.8833,13.96,89,85,24.18,RU,1614747467
502,saint-gabriel,46.3001,-73.3824,15.01,85,100,1.99,CA,1614747272
503,zhigansk,66.7697,123.3711,-25.96,83,68,12.21,RU,1614747467
504,dothan,31.2232,-85.3905,48.2,93,90,13.8,US,1614747320
505,lethem,3.3803,-59.7968,77.18,70,99,11.3,GY,1614747468
506,iskateley,67.6803,53.1512,9.88,96,43,6.2,RU,1614747278
507,makat,47.6469,53.3463,32.81,95,100,19.64,KZ,1614747468
508,karachi,24.9056,67.0822,77.0,53,0,11.45,PK,1614747425
509,ziro,27.6333,93.8333,66.2,82,90,3.44,IN,1614747468
510,saquarema,-22.92,-42.5103,73.53,86,98,11.99,BR,1614747469
511,itoman,26.1247,127.6694,69.8,49,40,14.97,JP,1614747469
512,healesville,-37.65,145.5167,64.99,54,84,1.99,AU,1614747469
513,apac,1.9756,32.5386,72.97,45,5,3.87,UG,1614747469
514,jacareacanga,-6.2222,-57.7528,72.37,98,99,0.78,BR,1614747391
515,anadyr,64.75,177.4833,-18.4,69,0,8.95,RU,1614747469
516,buin,-33.7333,-70.75,64.4,72,1,3.44,CL,1614747248
517,colares,38.7992,-9.4469,53.01,74,34,5.79,PT,1614747469
518,waingapu,-9.6567,120.2641,87.17,61,65,6.24,ID,1614747437
519,hami,42.8,93.45,45.57,50,5,1.72,CN,1614747470
520,douentza,14.9951,-2.9517,69.58,24,0,4.47,ML,1614747470
521,mamou,10.5,-12.0,65.64,63,0,2.95,GN,1614747310
522,riverton,40.5219,-111.9391,39.0,75,1,2.91,US,1614747240
523,lebu,-37.6167,-73.65,57.92,83,39,13.29,CL,1614747470
524,lewiston,44.1003,-70.2148,15.8,38,1,9.22,US,1614747289
525,college,64.8569,-147.8028,6.8,72,90,5.75,US,1614747470
526,bafq,31.6128,55.4107,58.91,35,0,3.65,IR,1614747470
527,xiaoweizhai,26.1903,107.5125,46.31,89,100,2.59,CN,1614747470
528,le port,-20.9373,55.2919,84.2,54,0,3.44,RE,1614747471
529,carballo,43.213,-8.691,45.0,96,68,3.96,ES,1614747471
530,bontang,0.1333,117.5,82.58,77,83,4.25,ID,1614747471
531,dhidhdhoo,6.8833,73.1,83.08,68,16,10.89,MV,1614747221
532,ust-nera,64.5667,143.2,-10.89,79,100,3.71,RU,1614747471
533,suntar,62.1444,117.6319,-19.41,85,73,5.12,RU,1614747472
534,mocuba,-16.8392,36.9856,74.03,92,100,5.86,MZ,1614747472
535,isangel,-19.55,169.2667,80.87,84,93,7.36,VU,1614747472
536,xining,36.6167,101.7667,41.05,49,0,2.19,CN,1614747472
537,faya,18.3851,42.4509,55.4,58,0,3.65,SA,1614747473
538,rincon,32.296,-81.2354,46.4,87,90,10.36,US,1614747473
539,vilyuysk,63.7553,121.6247,-23.93,83,88,4.23,RU,1614747473
540,nata,8.3333,-80.5167,73.99,46,47,9.71,PA,1614747473
541,misratah,32.3754,15.0925,58.33,81,44,13.04,LY,1614747473
542,krasnogorskoye,52.2953,86.1979,22.06,90,100,4.12,RU,1614747473
543,necochea,-38.5473,-58.7368,68.0,94,0,3.0,AR,1614747191
544,tsumeb,-19.2333,17.7167,55.4,94,0,8.12,NA,1614747474
545,lodja,-3.4833,23.4333,72.93,86,100,2.26,CD,1614747309
546,zunyi,27.6867,106.9072,50.5,65,95,2.73,CN,1614747474
547,yeppoon,-23.1333,150.7333,91.4,46,100,11.5,AU,1614747370
548,anito,12.4497,125.2886,83.64,66,35,8.68,PH,1614747474
549,vallenar,-28.5708,-70.7581,60.85,72,0,1.54,CL,1614747474
550,kilindoni,-7.9139,39.6668,81.39,76,42,10.47,TZ,1614747475
551,juneau,58.3019,-134.4197,35.6,80,90,19.57,US,1614747475
552,khash,28.2211,61.2158,64.06,30,0,4.25,IR,1614747475
